Genes	ctrl_1	ctrl_2	ctrl_3	ctrl_4	ctrl_5	trt_1	trt_2	trt_3	trt_4	trt_5
FXN	181	168	85	68	139	161	124	53	162	81
FXR1	2883	1936	2153	979	1250	701	854	668	3939	1200
FXR2	1463	4828	1258	1859	1296	1403	1219	2772	2482	839
FXYD1	1787	1624	1889	1061	2151	2943	1868	620	1844	787
FXYD2	70	24	54	42	86	22	62	97	119	97
FXYD3	238	769	3577	1065	968	2065	1798	1067	1284	1262
FXYD4	825	2331	1065	860	754	1213	1682	469	1507	2302
FXYD5	764	3200	626	994	1222	758	549	757	2233	1217
FXYD6	1821	1112	1762	846	1772	2162	1621	1368	2826	2277
FXYD6-FXYD2	1052	910	680	2227	459	463	1035	915	627	946
FXYD7	1021	632	2737	1155	2202	3911	739	1926	926	4594
FYB1	485	166	632	557	342	487	447	415	199	542
FYB2	1670	1461	1973	1440	2010	1450	1044	886	815	1293
FYCO1	571	599	599	420	414	56	512	985	124	167
FYN	1365	2278	4010	1279	1767	3109	2275	1628	1833	1040
FYTTD1	741	2026	1555	1354	1877	843	2389	1640	1055	2436
FZD1	967	329	1324	617	543	131	1064	233	347	364
FZD10	1120	1494	867	924	1188	1401	884	260	1550	685
FZD2	2369	559	1419	670	663	2913	1506	336	1538	862
FZD3	181	185	218	117	365	296	98	124	367	121
FZD4	522	544	1169	455	1543	569	947	1125	858	1723
FZD5	1061	452	988	568	303	505	231	206	847	462
FZD6	1539	2123	2885	816	1866	1795	2676	614	1381	2006
FZD7	414	2242	1463	1039	3225	1215	2240	1529	742	690
FZD8	2659	865	1136	3709	722	2321	1045	1797	1179	3544
FZD9	658	1035	1938	725	482	2021	1619	986	2113	2703
FZR1	2529	1305	1139	3010	1608	15288	2783	11932	6359	8013
G0S2	846	444	582	1561	804	363	682	437	648	725
G2E3	606	113	1669	516	460	1073	391	471	761	679
G3BP1	1056	426	488	941	1313	527	2525	652	721	686
G3BP2	3056	1585	2694	1563	1088	491	1422	740	964	1582
G6PC	1260	1749	583	811	388	1733	858	2191	926	901
G6PC2	1084	1327	197	519	1128	711	729	951	1653	1147
G6PC3	1109	1727	1228	979	1106	2588	1126	1158	1206	3783
G6PD	731	538	1259	1058	897	836	809	872	1104	564
G6PR	772	1965	5049	1564	1030	1445	789	220	1554	493
GAA	717	473	629	752	759	1059	939	1606	316	424
GAB1	749	358	720	281	611	1017	736	804	787	498
GAB2	575	1751	1998	2612	45	368	159	189	158	287
GAB3	1095	1848	2768	1955	750	1048	474	752	1451	1030
GAB4	585	532	512	266	1333	3016	6166	4740	4209	4299
GABARAP	967	418	842	1374	1657	462	3315	1875	735	1282
GABARAPL1	1423	1138	930	1697	1505	1647	407	705	1503	400
GABARAPL2	1697	2381	441	1661	1139	1110	988	3135	1222	1835
GABBR1	796	1579	2206	1540	2112	1753	789	2257	968	1716
GABBR2	717	520	414	812	976	993	576	445	817	1088
GABPA	1934	1417	561	1063	677	738	2597	1650	1998	2772
GABPB1	2224	839	1121	310	1550	1259	3629	1078	982	1480
GABPB2	2143	995	1249	975	1868	1765	429	2062	792	1009
GABRA1	1608	2253	3496	1236	1469	2118	843	705	1719	1563
GABRA2	1127	45	1059	244	433	621	544	659	769	125
GABRA3	119	166	46	400	90	195	153	70	338	227
GABRA4	614	545	1729	1840	1633	1061	1192	722	2550	872
GABRA5	1010	1180	1581	1472	1750	2235	638	317	5794	5367
GABRA6	482	1449	1063	1764	476	704	2201	1518	1775	461
GABRB1	244	580	830	236	730	1776	844	1270	607	1209
GABRB2	1013	265	1091	1539	1042	495	824	731	1060	152
GABRB3	368	564	835	728	967	563	434	344	520	808
GABRD	1130	1530	2894	527	2410	2090	1971	1894	405	510
GABRE	426	258	523	475	739	465	829	565	777	362
GABRG1	1542	1683	310	1121	780	3495	1128	947	456	1707
GABRG2	310	408	980	1679	810	999	77	689	768	551
GABRG3	710	930	1433	1364	2003	1408	657	1970	1900	1989
GABRP	658	393	444	268	641	130	200	262	271	211
GABRQ	249	409	335	259	369	296	531	746	243	1127
GABRR1	382	951	2207	458	847	519	1178	370	1666	1903
GABRR2	1051	1132	510	1871	1885	1352	2338	1072	500	1645
GABRR3	373	336	592	322	688	716	311	109	410	522
GAD1	4367	2765	1757	928	1926	1996	2157	1388	739	2637
GAD2	426	984	957	347	1221	534	1288	501	551	638
GADD45A	987	1703	350	447	679	651	945	1189	1351	2698
GADD45B	443	284	265	499	438	624	482	763	395	475
GADD45G	454	512	385	329	1046	1573	229	1685	320	488
GADD45GIP1	1371	1602	799	838	1529	892	1283	1095	320	1460
GADL1	864	594	629	427	1060	308	447	651	407	1474
GAGE1	2209	1214	1466	1460	833	2056	854	1892	3712	1714
GAGE10	613	479	250	514	660	686	1227	388	212	969
GAGE12B	2297	1250	514	1332	1165	163	390	132	502	262
GAGE12C	883	285	356	390	969	99	166	914	446	406
GAGE12D	360	1004	537	558	1067	54	111	213	269	365
GAGE12E	99	95	48	58	29	83	64	71	81	14
GAGE12F	3230	716	3997	693	1302	2835	3195	1055	1969	1025
GAGE12G	2134	1134	881	1020	251	1182	2817	881	1579	451
GAGE12H	941	4798	1595	662	2076	457	1708	1169	3542	3059
GAGE12I	1447	889	236	713	1382	381	1163	446	1573	860
GAGE12J	284	1745	1182	1749	2516	787	1054	2029	2076	1676
GAGE13	2639	564	1634	323	3423	1043	1397	836	1793	782
GAGE2A	102	65	37	42	9	39	94	56	48	71
GAGE2B	205	624	121	244	322	352	1395	334	131	211
GAGE2C	1070	310	943	611	699	1741	400	956	1158	1059
GAGE2D	1039	1641	1081	1629	1029	347	294	104	651	167
GAGE2E	132	67	277	259	135	123	87	126	145	160
GAGE4	710	1082	1615	1145	2083	886	1415	1644	1489	1023
GAGE5	191	777	1518	1126	466	99	96	56	358	25
GAGE6	465	1254	414	562	548	1013	564	931	837	714
GAGE7	479	801	273	1386	804	874	209	240	445	579
GAGE8	1611	1007	2235	1303	1370	379	187	959	1547	924
GAK	91	41	88	343	35	102	41	164	94	46
GAL	109	19	399	146	82	241	199	91	226	116
GAL3ST1	1359	874	1005	1082	1382	1564	641	426	840	893
GAL3ST2	1308	519	459	1099	1812	371	1138	477	1039	506
GAL3ST3	438	911	159	993	516	582	844	653	555	121
GAL3ST4	465	422	575	564	251	478	772	568	198	590
GALC	756	348	718	1027	969	506	1695	669	738	554
GALE	92	246	284	101	87	167	293	152	76	140
GALK1	568	766	321	827	364	1644	643	642	1006	1192
GALK2	224	726	1273	542	240	1075	443	608	294	2408
GALM	872	1072	607	630	686	525	308	768	958	759
GALNS	732	832	876	2032	1753	5579	4017	1581	7845	5698
GALNT1	989	406	375	2036	1176	651	327	1118	1070	895
GALNT10	459	1615	554	253	776	799	568	754	769	2018
GALNT11	1407	1004	2943	987	476	2948	373	814	1265	1431
GALNT12	265	1317	143	356	777	430	842	611	318	621
GALNT13	1975	448	1383	738	925	2467	2394	823	1629	1779
GALNT14	1395	1474	1572	1445	3051	272	1991	489	1620	876
GALNT15	277	1113	232	340	645	331	582	110	512	304
GALNT16	1538	1839	1701	1359	1705	1182	897	2770	419	3435
GALNT17	57	212	118	50	93	139	119	45	74	35
GALNT18	3000	3052	3123	1799	1758	1564	955	1101	1783	1098
GALNT2	1059	2868	2608	767	517	1247	1571	1596	724	2038
GALNT3	1557	1107	790	1037	865	692	1632	965	1126	1002
GALNT4	96	429	402	384	264	89	183	182	202	209
GALNT5	626	590	236	324	764	507	282	445	151	105
GALNT6	995	561	1055	464	956	691	859	96	499	732
GALNT7	451	155	102	581	346	631	506	844	170	825
GALNT8	431	531	1253	370	1036	561	984	669	617	1732
GALNT9	1739	1777	1961	526	1547	1609	1405	1856	1784	1708
GALNTL5	1208	667	1389	1289	1256	621	738	991	323	278
GALNTL6	624	678	1317	1551	1425	1589	2322	794	1296	2476
GALP	997	1268	2949	1876	2415	7028	4171	1202	7371	9553
GALR1	1450	734	1453	1219	2662	1913	1214	2740	1053	2166
GALR2	40	134	38	79	71	78	150	120	119	188
GALR3	1603	995	358	2561	501	1135	877	387	821	1242
GALT	588	2023	1879	1783	2527	1708	2090	904	1394	4866
GAMT	1221	1376	909	2914	943	993	2589	2123	1283	477
GAN	1505	1742	1668	398	1978	1286	1714	4923	3164	2938
GANAB	1028	2495	868	1224	1351	541	966	732	2330	297
GANC	347	322	916	188	526	559	161	705	384	131
GAP43	1143	770	583	822	871	8106	1366	5120	3539	2638
GAPDH	45	38	77	175	52	69	116	94	81	77
GAPDHS	2242	1162	1614	787	704	921	1912	2105	840	372
GAPT	755	1884	522	1041	550	1089	888	524	1322	3696
GAPVD1	793	961	967	811	3224	2505	1050	1627	890	1627
GAR1	1872	567	2257	828	1018	5628	4838	2764	2001	6524
GAREM1	879	1311	392	860	1484	1221	1335	490	962	337
GAREM2	585	430	654	543	217	769	816	548	611	750
GARNL3	571	376	440	643	87	431	162	283	471	503
GARS	4073	1606	2148	1552	1659	2458	2595	3236	1296	1235
GART	151	340	549	102	351	495	423	636	410	660
GAS1	451	470	529	332	493	196	285	643	123	561
GAS2	812	463	899	512	256	348	253	731	459	86
GAS2L1	597	898	365	543	409	1106	1659	1335	911	943
GAS2L2	197	516	365	135	310	164	270	530	214	925
GAS2L3	1915	1361	1570	1454	1153	754	1990	2049	1345	983
GAS6	5627	2458	107	889	3218	2799	710	5525	1303	1614
GAS7	2901	1602	1457	1330	1106	3225	2035	3378	6321	3115
GAS8	162	48	129	55	244	141	119	82	124	123
GASK1A	1236	1243	1243	1102	1380	831	680	1943	687	3031
GASK1B	903	1701	729	4308	1736	855	1766	1150	1790	2113
GAST	3455	1464	1898	2295	4063	3361	1278	779	552	2353
GATA1	1312	522	1255	467	483	1069	845	1599	1041	1408
GATA2	1437	840	1138	2186	297	1825	1159	1042	1702	995
GATA3	415	58	611	237	335	389	182	74	229	231
GATA4	3145	478	828	1471	2461	974	2738	2197	2890	2265
GATA5	120	60	213	226	240	184	204	143	377	256
GATA6	673	451	444	623	977	648	429	841	809	537
GATAD1	2608	4307	895	2259	950	168	644	980	211	687
GATAD2A	621	1095	289	1587	507	964	1824	358	1945	363
GATAD2B	157	342	361	326	237	180	99	338	240	283
GATB	1185	603	836	1674	2302	2111	8313	9190	13605	5318
GATC	1255	2986	1550	3275	2127	5004	1577	2719	2081	1588
GATD1	704	109	724	177	624	332	371	935	418	373
GATD3A	2004	1104	2115	1626	3217	1947	3074	1245	996	727
GATD3B	741	715	335	1163	569	432	443	456	254	569
GATM	1744	1047	181	1151	598	601	906	354	656	1202
GBA	1365	706	681	744	1050	414	503	546	456	810
GBA2	114	99	107	144	96	108	161	116	45	117
GBA3	578	265	788	630	268	43	252	160	91	123
GBE1	41	227	244	170	78	107	235	118	188	162
GBF1	1274	1691	2323	258	1863	1482	2324	1667	915	346
GBGT1	307	730	1440	1304	925	2499	2054	3549	1120	1021
GBP1	2165	1654	3840	929	825	516	1558	626	1809	3589
GBP2	463	1553	2818	1184	1673	2376	1906	1493	621	1580
GBP3	316	153	195	318	303	219	212	202	28	184
GBP4	3098	1754	536	1827	2465	1007	2005	2210	1623	1380
GBP5	1343	1511	3220	577	2253	1247	1751	1100	3437	1952
GBP6	751	264	1690	389	392	803	939	1338	1017	434
GBP7	164	700	154	155	203	239	316	356	273	69
GBX1	2429	626	794	562	1887	1619	773	1142	3625	1907
GBX2	695	504	1482	1185	2071	272	1489	924	2244	1628
GC	4221	2535	918	2106	1302	665	1140	3329	1506	943
GCA	109	184	127	49	309	297	123	370	154	145
GCAT	299	462	388	433	316	724	670	249	476	112
GCC1	345	771	699	1573	633	1150	940	1685	2696	744
GCC2	808	926	1601	1356	578	1400	1588	1445	521	787
GCDH	64	164	108	116	173	49	225	87	123	149
GCFC2	2117	755	1425	1383	230	94	1005	826	291	1084
GCG	988	2163	1160	902	2140	254	1552	1243	823	739
GCGR	2471	1725	707	2724	1553	2535	1446	789	417	2380
GCH1	948	258	303	1188	677	1153	709	180	919	1158
GCHFR	925	629	633	863	1498	294	589	1478	420	1244
GCK	1999	2543	1429	778	1438	2334	603	1527	2878	1245
GCKR	491	652	3404	1358	1329	3413	845	2300	1551	1165
GCLC	381	146	390	570	325	526	502	443	227	128
GCLM	535	683	513	456	362	911	558	55	875	164
GCM1	1991	912	1791	954	2677	9476	3212	13856	8728	11318
GCM2	564	615	850	1313	595	5637	2510	987	3905	1811
GCN1	1574	3090	3222	1785	4178	2375	2741	496	480	643
GCNA	3296	524	1327	1389	1499	917	1180	914	1747	1913
GCNT1	1067	395	668	1080	760	45	591	1105	1376	635
GCNT2	3026	1846	3633	2407	3190	821	610	993	791	926
GCNT3	890	1440	1827	836	372	566	1391	1721	2590	1983
GCNT4	1145	557	1872	2371	1972	1317	732	1023	917	2820
GCNT7	353	348	26	305	107	504	246	576	287	311
GCOM1	2305	1223	1643	2791	451	1404	1346	828	947	3563
GCSAM	1804	1900	454	104	1165	424	890	1702	888	520
GCSAML	855	1134	1971	1170	147	803	2761	755	776	930
GCSH	1971	3734	1675	874	1461	5210	2057	9913	5641	9501
GDA	307	729	1324	605	974	609	256	1432	1650	1187
GDAP1	2312	3662	1871	937	2547	1019	1627	2253	987	2170
GDAP1L1	2942	2915	1226	2340	349	839	994	1280	4017	3394
GDAP2	239	1748	565	1359	542	720	866	958	1518	428
GDE1	1681	1293	381	1253	1722	1510	1262	896	627	283
GDF1	2815	4130	407	1608	3070	817	2910	420	1262	2960
GDF10	272	213	289	672	189	273	296	431	472	244
GDF11	172	107	161	40	220	108	122	172	18	198
GDF15	3285	968	1832	2180	218	138	532	627	1166	212
GDF2	1744	521	1975	727	877	1177	368	1284	805	389
GDF3	1759	1123	921	2611	1530	2100	3525	1419	847	1718
GDF5	240	108	311	61	53	186	58	268	155	309
GDF5OS	399	487	171	462	573	323	807	636	701	226
GDF6	453	371	173	177	139	243	141	121	245	359
GDF7	2794	1214	3069	1696	1424	1012	2080	4671	2219	1002
GDF9	1859	2914	345	905	985	835	2081	1591	1593	3999
GDI1	831	1038	953	1115	519	246	355	630	468	1502
GDI2	32	48	74	83	274	95	132	112	153	290
GDNF	1157	1348	1300	385	2115	2408	2265	1313	197	1429
GDPD1	541	784	996	1280	706	1444	785	1467	1189	1068
GDPD2	706	468	257	160	288	419	352	78	99	284
GDPD3	2087	1394	1522	3448	1320	2592	1354	977	1488	2751
GDPD4	600	167	303	364	368	880	1165	2735	2218	1240
GDPD5	1478	1299	2908	808	1015	1656	551	1000	1831	1502
GDPGP1	1187	1130	1844	1743	527	760	1425	3429	977	1182
GEM	1454	1585	101	1054	665	2249	243	1541	1565	2492
GEMIN2	545	399	214	144	464	397	931	499	302	438
GEMIN4	435	1237	410	923	663	1658	694	440	326	440
GEMIN5	1184	722	1254	2485	566	953	2178	1884	1106	828
GEMIN6	575	568	528	327	768	887	663	477	965	1026
GEMIN7	1400	1176	2002	2866	2265	1255	604	771	2174	951
GEMIN8	1657	1704	1533	1745	3076	2288	1949	1219	1685	1763
GEN1	1939	871	1410	1512	849	1129	932	1217	1937	438
GET4	770	488	755	1210	749	778	858	1825	1665	397
GFAP	1552	1026	4445	4314	1869	5195	2102	681	1513	1701
GFER	1219	4480	3062	2362	782	2693	1516	1063	3910	3131
GFI1	717	362	314	682	705	874	308	1132	1059	823
GFI1B	136	372	762	290	707	608	863	358	384	597
GFM1	289	238	296	292	421	171	125	263	151	37
GFM2	385	149	321	440	268	133	326	239	503	156
GFOD1	1500	216	1776	1814	1269	1414	1977	2359	2422	2535
GFOD2	1562	700	1804	944	1377	547	620	646	1093	1453
GFPT1	2195	2139	1655	2973	2074	4252	2258	1899	630	1226
GFPT2	1188	1485	686	642	1992	560	3125	3030	1385	775
GFRA1	2114	1139	2700	2374	1372	869	1561	1741	2139	675
GFRA2	2050	1588	1951	793	941	704	599	175	617	1112
GFRA3	65	170	217	166	63	177	196	97	57	291
GFRA4	1648	2011	2037	616	1769	983	3200	2357	643	2707
GFRAL	668	573	1610	241	872	127	161	1043	1195	1169
GFY	1039	1604	378	460	1867	1645	290	1661	462	549
GGA1	107	112	67	125	126	111	79	53	89	62
GGA2	2344	2314	1551	3854	1043	1205	1405	1196	1981	904
GGA3	1510	2704	1572	3431	771	2267	1784	1165	766	1013
GGACT	517	1461	1555	1853	751	1612	1167	915	321	954
GGCT	1714	1500	1121	1435	1222	1044	1140	586	1288	879
GGCX	1512	2131	1532	1099	1801	955	2052	2401	730	2209
GGH	307	447	182	270	855	853	1171	1008	292	993
GGN	159	630	306	116	975	428	200	403	270	509
GGNBP2	1685	2063	698	1496	288	1331	2353	564	477	979
GGPS1	202	225	110	153	286	197	128	124	152	301
GGT1	1458	1049	2130	962	756	598	573	1011	3050	229
GGT2	644	1055	226	327	947	128	348	757	1549	1676
GGT5	755	499	1360	689	1430	407	648	754	1259	1319
GGT6	861	669	570	562	1191	256	365	578	98	133
GGT7	710	468	697	376	610	666	2405	1657	437	1294
GGTLC1	508	1048	820	1170	1843	77	719	863	537	912
GGTLC2	553	2528	780	915	991	802	105	788	422	1076
GGTLC3	342	2003	1085	1851	465	365	255	322	554	243
GH1	606	1751	2479	1116	1010	393	203	321	511	417
GH2	249	443	187	270	392	189	104	41	65	56
GHDC	1946	1604	3541	1775	1813	1716	2721	1274	1107	1293
GHITM	598	659	312	321	428	247	715	1458	325	454
GHR	1487	665	929	1462	688	1652	1636	920	698	957
GHRH	1111	2489	611	198	537	1002	705	207	746	389
GHRHR	1123	1046	841	1545	784	543	1117	683	1994	704
GHRL	296	345	1226	2123	775	1632	3156	1795	885	880
GHSR	1296	432	428	965	464	420	640	440	861	1765
GID4	635	529	1052	892	2509	969	2013	1263	1625	940
GID8	3441	3338	883	223	3482	2472	1260	3231	2362	1979
GIGYF1	745	666	539	547	229	510	803	106	499	441
GIGYF2	185	311	242	534	825	719	403	543	240	121
GIMAP1	77	52	25	18	209	64	77	108	136	102
GIMAP1-GIMAP5	359	372	610	139	268	577	220	672	360	414
GIMAP2	2048	726	1119	845	285	1355	755	2079	739	744
GIMAP4	735	1112	815	1080	1837	573	354	991	1090	1153
GIMAP5	950	503	338	293	78	1853	1157	379	154	757
GIMAP6	147	260	171	195	160	169	287	337	364	142
GIMAP7	1124	1351	3791	1965	1080	9030	9511	2906	4406	6636
GIMAP8	1907	3033	1870	942	2534	704	1093	700	1370	1064
GIMD1	4390	1629	1706	3438	1438	1728	2544	1204	2391	5068
GIN1	407	1424	1794	931	939	1369	1453	2347	1205	2332
GINM1	1091	1163	2536	7901	649	2718	2285	2680	1284	1477
GINS1	966	1560	1445	1424	1759	831	1642	3123	1415	1899
GINS2	1425	1442	200	757	2402	935	1265	470	1182	1301
GINS3	228	391	71	432	93	97	380	127	131	108
GINS4	756	1483	2574	1372	205	1150	542	2809	716	1221
GIP	54	202	105	266	171	65	55	143	160	71
GIPC1	2199	539	1657	1634	2308	1669	2587	1589	1992	4976
GIPC2	1178	1719	1372	1559	629	801	973	1008	1802	519
GIPC3	902	1114	1300	773	1862	3238	219	1340	1833	1652
GIPR	198	101	196	62	231	336	336	287	283	115
GIT1	735	778	1556	2727	705	5484	3629	3593	5345	1440
GIT2	297	1278	409	709	142	615	303	593	566	1111
GJA1	263	338	796	1131	440	520	262	737	558	444
GJA10	702	1055	1383	978	614	492	1861	622	1576	1095
GJA3	18	39	86	62	60	34	33	80	32	31
GJA4	1098	845	1998	1126	1388	1767	342	879	870	889
GJA5	724	469	1684	426	1086	641	979	1008	1369	1306
GJA8	2762	686	358	1685	1665	2957	721	1383	1427	3105
GJA9	566	1016	417	546	406	270	648	286	663	492
GJB1	912	116	801	450	676	661	2144	725	503	1110
GJB2	847	353	1748	2142	1256	5179	2610	1263	2228	2453
GJB3	975	426	889	2307	905	1179	878	2269	1203	339
GJB4	839	564	972	652	869	1171	609	1142	1563	2644
GJB5	1904	1466	630	480	1676	685	197	844	2157	255
GJB6	1975	2428	1432	1994	2703	2008	2241	1242	1796	963
GJB7	1266	419	1335	665	798	1043	502	1024	453	211
GJC1	767	160	1127	920	1341	392	1348	627	208	956
GJC2	1844	1466	346	745	2554	1403	1304	1263	1411	2423
GJC3	125	148	92	198	44	110	152	99	435	221
GJD2	910	1748	990	763	1075	1676	1527	1891	3192	1284
GJD3	1009	1660	472	1466	1880	852	351	1153	1058	1060
GJD4	1609	705	1279	3103	275	2349	2782	1028	1162	282
GJE1	941	3047	1519	333	2081	2101	336	3130	1479	853
GK	1142	463	142	317	1128	288	77	1406	400	246
GK2	606	2078	2665	1221	3193	1799	966	1622	1534	1971
GK5	1653	661	1378	1442	2164	1535	4136	2120	2423	3166
GKAP1	1144	1467	751	722	825	1268	1425	1242	668	83
GKN1	1380	1397	520	2415	1948	1920	889	1450	1578	1608
GKN2	22	97	12	17	38	145	126	118	50	128
GLA	542	1724	1486	1412	2394	1233	3336	1446	2131	1271
GLB1	350	1620	563	221	759	1894	1245	1048	3091	1898
GLB1L	586	400	418	622	636	307	381	550	489	1456
GLB1L2	311	140	574	349	750	573	220	566	262	634
GLB1L3	276	202	421	450	809	281	172	738	374	900
GLCCI1	990	400	62	207	778	345	806	548	637	333
GLCE	3480	2789	1672	1178	747	534	4442	1745	3422	2299
GLDC	2069	3220	2406	1031	1263	912	2431	1344	1868	1436
GLDN	197	204	175	440	239	375	148	237	222	582
GLE1	502	296	154	158	245	431	144	265	275	152
GLG1	993	1209	1060	3433	1310	1228	280	1260	893	2315
GLI1	306	1890	632	968	292	272	198	198	284	183
GLI2	464	162	341	100	170	432	270	346	183	85
GLI3	1768	1490	1398	789	1289	2689	1750	1295	2160	913
GLI4	231	534	1726	337	1525	1013	783	1885	932	456
GLIPR1	341	633	928	1207	132	520	353	433	767	308
GLIPR1L1	880	1018	1741	2123	2384	1305	1329	1131	1401	260
GLIPR1L2	1041	916	928	1420	1896	697	1466	484	1488	1243
GLIPR2	169	136	166	233	167	143	251	274	319	153
GLIS1	4015	1603	3279	801	845	1618	4266	1169	3643	529
GLIS2	888	1384	717	545	575	1088	1213	1586	1275	519
GLIS3	662	80	307	504	1347	541	378	537	656	683
GLMN	570	157	467	284	480	415	485	312	482	590
GLMP	483	215	290	271	258	320	637	155	57	149
GLO1	497	561	1436	791	849	316	1239	1682	540	1563
GLOD4	634	168	286	110	258	50	31	88	27	46
GLOD5	312	483	306	1496	1636	1031	782	521	556	1482
GLP1R	433	562	217	321	219	337	340	318	705	122
GLP2R	705	2121	1293	1780	791	1683	1949	1238	1115	1075
GLRA1	1953	1101	2349	1271	1114	1339	4114	2103	781	3119
GLRA2	618	813	1542	343	312	6232	5691	2906	2045	4411
GLRA3	1506	1462	782	894	677	1787	1171	1457	1846	2472
GLRA4	4723	1925	1190	1594	1504	2022	2142	905	2609	2318
GLRB	1132	702	1286	958	3301	1152	1916	619	1509	575
GLRX	405	1107	705	246	63	807	741	215	950	613
GLRX2	1146	509	1375	406	1366	446	233	1091	748	1431
GLRX3	2288	1010	2504	908	462	872	3388	1209	2385	1649
GLRX5	287	97	277	309	389	488	40	212	311	242
GLS	359	996	388	655	316	109	804	830	550	301
GLS2	877	282	1862	879	405	1383	549	695	332	2473
GLT1D1	874	563	877	2545	505	2227	1340	1625	980	835
GLT6D1	1918	859	1274	2045	1433	1365	2135	1851	1942	841
GLT8D1	178	784	988	531	388	602	642	1279	477	414
GLT8D2	394	581	458	556	218	160	258	154	218	299
GLTP	1805	772	2070	1096	3321	2323	2130	1332	4402	2611
GLTPD2	259	41	141	238	228	96	33	79	70	24
GLUD1	177	154	340	120	167	1198	1017	576	283	720
GLUD2	936	817	243	969	950	1221	580	337	1767	1078
GLUL	720	1511	2523	1944	1260	2408	1233	912	2974	1368
GLYAT	2680	1560	3190	1192	1424	2103	655	974	2507	613
GLYATL1	2059	2888	2084	1491	3820	1631	2684	4558	1334	723
GLYATL1B	383	183	556	417	469	373	263	121	243	409
GLYATL2	518	2479	945	518	857	759	2291	463	196	950
GLYATL3	498	410	776	487	235	365	624	746	207	377
GLYCTK	3250	415	1184	2969	573	2120	1933	800	722	2634
GLYR1	342	763	1137	471	460	291	1149	483	1998	401
GM2A	90	104	147	144	124	252	76	164	19	174
GMCL1	626	1868	1089	1241	1270	833	2074	1852	470	1266
GMCL2	519	1327	334	332	1725	940	441	647	242	636
GMDS	1194	1185	599	527	335	698	235	1154	507	1352
GMEB1	2855	1412	2769	2331	1265	1952	309	1267	1249	900
GMEB2	292	683	610	773	1491	341	118	379	172	668
GMFA	162	535	409	947	771	160	276	276	1124	831
GMFB	665	1091	398	206	123	548	698	326	252	1430
GMFG	1154	753	636	876	589	820	674	432	1145	225
GMIP	69	165	43	161	245	326	145	104	399	283
GML	3474	1225	1602	626	1252	1067	2142	1829	5450	1466
GMNC	584	213	102	174	166	693	189	700	136	494
GMNN	630	1805	2034	1597	2113	1563	745	971	2334	2492
GMPPA	291	595	420	469	228	871	408	470	205	141
GMPPB	248	749	243	567	333	520	240	50	954	1077
GMPR	169	167	364	311	187	687	786	280	419	380
GMPR2	487	810	1084	1655	1230	1891	879	337	1063	1992
GMPS	897	818	1099	841	1567	2109	588	1382	1168	1121
